model_answer,unbiased_label
" A: The time setting of Game of Thrones is the fictional world of Westeros, a continent that is roughly the size of South America.",
 A: The play takes place in a small town in New Jersey.,
 A: The second book in the Alchemyst series is The Magician.,
 A: 4,
 A: Ikot Okpudo is located in the Akwa Ibom State of Nigeria.,
" A: The song ""Cat's in the Cradle"" by Harry Chapin is about a father who is too busy to spend time with his son. The man in the moon is a reference to the nursery rhyme ""The Man in the Moon",
 A: Wasim Akram,
 A: The last scene in Shooter was filmed in the mountains of Utah.,
 A: Halls Cough Drops are safe to use as often as you like.,
 A: The width of a cricket bat is 2.5 inches.,
 A: Morgan Freeman played Alex Cross in Along Came a Spider.,
 A: David Ben-Gurion,
 A: Dmitri Mendeleev,
" A: The Cybermen first appeared in the 1966 serial ""The Tenth Planet.""",
" A: The Eyes of the Dragon is a fantasy novel by American writer Stephen King, published in 1987. It is a stand-alone novel, although some of the characters and situations are also present in King's Dark Tower series.",
 A: The 10 geographic regions are defined by surface features called.,
 A: Communities of similar organisms found in a particular environment are called biomes.,
 A: Scrooge McDuck is played by David Tennant.,
" A: The song ""I'm in the Mood for Dancing"" was written by Barry Manilow.",
 A: James Madison,
 A: It means you are bored.,
" A: The most passing yards in a game in NFL history is 716 by Drew Bledsoe of the New England Patriots against the Miami Dolphins on November 23, 1994.",
 A: The Dodgers have won the World Series 6 times.,
 A: China,
 A: The keys to the city is a symbolic gesture of the city's trust and confidence in the recipient.,
" A: The wittig reaction is a reaction that involves the formation of a carbon-carbon bond between an aldehyde and an alkyl halide. The reaction is named after the German chemist Georg Wittig, who first reported it in",
 A: Elevation,
 A: Dwayne Johnson is the son of Rocky Johnson and grandson of Peter Maivia.,
 A: The 2017 Nobel Peace Prize was awarded to the International Campaign to Abolish Nuclear Weapons (ICAN).,
 A: The song Gravity by Sara Bareilles is about a girl who is in love with a guy who is in love with someone else. She is trying to get over him and move on with her life.,
" A: There are over 3,000 cities and towns in the United States.",
 A: Chris Pine played Steve Trevor in Wonder Woman.,
" A: In the episode ""Run"" (Season 1, Episode 7)",
 A: Kurt Russell played the role of Bat Masterson in the movie Tombstone.,
 A: The colonists had a problem with the Tea Act of 1773 because it was a tax on tea.,
 A: The tradition of coloring Easter eggs is thought to have started in the Middle East.,
 A: Hong Kong was important to the British Empire because it was a major trading port.,
 A: The peptide bond is cleaved between the carboxyl group of the Phe residue and the amino group of the Asp residue.,
 A: Sulfur hexafluoride,
 A: The first non-native settlers in the United States were the Spanish.,
 A: The Chinese Horse is a mythological creature.,
 A: The pacemaker will be activated.,
" A: The Challenge Dirty 30 is a reality show on MTV. The show is about a group of people who are competing in a series of challenges. The winner of the show gets $300,000.",
 A: The Great Pyramid of Giza was built in approximately 2560 BC.,
 A: You are on the waiting list for the Steelers.,
 A: The genome of a microbe is the complete set of genetic information in the microbe.,
 A: NBC Sports Northwest is on channel 471 on Direct TV.,
" A: Yes, it is.",
" A: Wal-Mart Stores, Inc.",
 A: The story of love you to the stars and back is about a girl named Hazel who has cancer and meets a boy named Augustus Waters.,
 A: The new Back to the Future movie comes out in 2010.,
 A: The term for circular movement around a central point is called a circle.,
 A: The secretory cells of endocrine glands secrete their products into the blood.,
" A: The Cosbys lived in Brooklyn, New York.",
 A: The winter solstice.,
" A: The Beer Hall Putsch took place in Munich, Germany.",
 A: Julius Caesar,
 A: The center of population gravity was located in the state of Pennsylvania during the period 1790.,
" A: The girl who was supposed to die takes place in the book ""The Girl Who Was Supposed to Die"" by Linda Urban.",
 A: The Wilson sisters are played by Marla Sokoloff and Jennifer Coolidge.,
 A: The two major parties in South Korea are the Grand National Party (GNP) and the Democratic Party (DP). The GNP is conservative and pro-U.S. The DP is liberal and pro-North Korea.,
 A: The stars of Dancing with the Stars are:,
 A: The system of checks and balances enables congress to control the presidents foreign policy by giving them the power to declare war.,
 A: The TI-84 Plus Silver Edition is the newest version of the TI-84 Plus. It has a color screen and a rechargeable battery.,
 A: The United Nations General Assembly proclaimed 5th October as World Teachers’ Day in 1994.,
 A: The North Pole is at 90 degrees north latitude and 0 degrees longitude.,
" A: The Next Step Season 6 will start on January 6, 2017.",
 A: Total Drama Island,
 A: South Korea has never held the Winter Olympics.,
" A: The end of the movie Lincoln Lawyer is when the lawyer, Mick Haller, is in court and the judge says that he is going to be disbarred.",
 A: The biggest tank in World War II was the German Panzer VIII Maus. It was a super heavy tank that was never used in combat.,
 A: Bank of America invests its money in the stock market.,
 A: Chris Cornell is the lead singer of Soundgarden.,
" A: The Stratosphere Tower is 1,149 feet tall.",
" A: Yes, they did.",
 A: Nancy Kerrigan won the ladies ice skating in the Olympics.,
 A: The Dome of the Rock was completed in 691 AD.,
 A: Mt. Wellington,
 A: The Defenders of the Wing Part 2 is the 14th episode of Season 5 of Dragons: Race to the Edge.,
 A: The opening act for Foo Fighters at Fenway Park on July 4th is the band The Colour and the Shape.,
" A: The song was written by Al Hoffman, Dick Manning, and Jerry Livingston.",
" A: The Nova Scotia Duck Tolling Retriever is a medium-sized dog with a short, dense coat. The coat is golden in color with a black saddle and white markings on the chest, feet, and tip of the tail. The",
 A: Christopher Columbus,
 A: The climate in ancient Egypt was very hot and dry.,
 A: The Republic of Ireland is not part of the United Kingdom. It is a separate country.,
 A: I think she comes back in the next episode.,
 A: The actress who played Mrs. Trumbull on I Love Lucy was Doris Singleton.,
 A: The butchers in the slaughterhouse cases lived in Chicago.,
 A: The peripheral nervous system is the part of the nervous system that is outside the brain and spinal cord. It is made up of nerves that connect the brain and spinal cord to the rest of the body.,
" A: The album was released on September 16, 2007.",
 A: The Bay and the Islands of Colonia del Sacramento are located in Uruguay.,
 A: A unitary system of government is found in the United Kingdom.,
" A: Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher, The Defenders, The Punisher, The Defenders, The Punisher, The Defenders, The Punisher, The Defenders, The Punisher, The Defenders",
 A: Male pattern baldness is caused by a combination of genetics and hormones.,
 A: Grunge,
 A: Who played Mama Odie in The Princess and the Frog?,
 A: zombies are a particular challenge for the theory-theory of mind.,
 A: The insured is represented by the insurance company.,
 A: I'm not sure what you mean.,
" A: The Qing dynasty was founded by the Manchus, a nomadic people from the northeast of China.",
 A: Science,
 A: Albert Einstein,
 A: Madhya Pradesh,
 A: WiFi b/g/n is a wireless networking standard.,
 A: The end of the book is when Holden is in the hospital and he is talking to the nurse. He is telling her about his life and how he is going to be a writer. He is telling her about his brother and how he died,
 A: Press fit bottom brackets are pressed into the frame and are not removable. Threaded bottom brackets are threaded into the frame and are removable.,
 A: The last time an American won the New York Marathon was in 1977.,
 A: The parties to the Atlantic Charter were the United States and Great Britain. The eight common principles were: 1. No territorial aggrandizement 2. No territorial changes that do not accord with the freely expressed wishes of the people concerned 3.,
 A: The Grim Reaper carries a scythe.,
 A: James Rodriguez was the top scorer in the 2014 World Cup.,
 A: They stay in hotels.,
 A: Praise Him Praise Him,
 A: It is a way of expressing the number in a way that is easier to work with.,
 A: Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens.,
 A: The Brown vs. Board of Education case was decided in 1954.,
" A: Witney Carson and her partner, Alfonso Ribeiro.",
